GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G480055096056","1990","TX",,,,,,,,"6","9605",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000015713","0000000054","BG 6","S","+29891614","-097806800",,181
"G480055096061","1990","TX",,,,,,,,"1","9606",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000273611","0000000289","BG 1","S","+29785724","-097455712",,323
"G480055096062","1990","TX",,,,,,,,"2","9606",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000219899","0000000214","BG 2","S","+29718750","-097620931",,372
"G480055096071","1990","TX",,,,,,,,"1","9607",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000008275","0000000050","BG 1","S","+29696644","-097645265",,439
"G480055096072","1990","TX",,,,,,,,"2","9607",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000967","0000000000","BG 2","S","+29681399","-097643626",,390
"G480055096073","1990","TX",,,,,,,,"3","9607",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000013046","0000000103","BG 3","S","+29661442","-097628192",,402
"G480055096074","1990","TX",,,,,,,,"4","9607",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000002339","0000000000","BG 4","S","+29665667","-097646687",,453
"G480055096075","1990","TX",,,,,,,,"5","9607",,,"99","Caldwell","055",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000010097","0000000025","BG 5","S","+29688591","-097666349",,539
"G480057099011","1990","TX",,,,,,,,"1","9901",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001875","0000003586","BG 1","S","+28633685","-096616944",,336
"G480057099012","1990","TX",,,,,,,,"2","9901",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000006884","0000000024","BG 2","S","+28646669","-096630977",,936
"G480057099013","1990","TX",,,,,,,,"3","9901",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000716","0000000000","BG 3","S","+28620217","-096626915",,223
"G480057099014","1990","TX",,,,,,,,"4","9901",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000704","0000000000","BG 4","S","+28614974","-096632007",,442
"G480057099021","1990","TX",,,,,,,,"1","9902",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000493","0000000000","BG 1","S","+28612140","-096626623",,260
"G480057099022","1990","TX",,,,,,,,"2","9902",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000741","0000000000","BG 2","S","+28607091","-096637806",,484
"G480057099023","1990","TX",,,,,,,,"3","9902",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001336","0000008681","BG 3","S","+28614727","-096603107",,394
"G480057099024","1990","TX",,,,,,,,"4","9902",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000489","0000000000","BG 4","S","+28601591","-096632549",,424
"G480057099031","1990","TX",,,,,,,,"1","9903",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000069560","0000280145","BG 1","S","+28595642","-096434847",,556
"G480057099032","1990","TX",,,,,,,,"2","9903",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000053661","0000001031","BG 2","S","+28661348","-096486210",,210
"G480057099033","1990","TX",,,,,,,,"3","9903",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000026220","0000045882","BG 3","S","+28667556","-096574268",,404
"G480057099041","1990","TX",,,,,,,,"1","9904",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000022200","0000007343","BG 1","S","+28643904","-096646672",,605
"G480057099042","1990","TX",,,,,,,,"2","9904",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000186355","0000004959","BG 2","S","+28616020","-096748500",,369
"G480057099043","1990","TX",,,,,,,,"3","9904",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000112187","0000000883","BG 3","S","+28522972","-096653180",,264
"G480057099044","1990","TX",,,,,,,,"4","9904",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000034160","0000034793","BG 4","S","+28581975","-096600686",,783
"G480057099045","1990","TX",,,,,,,,"5","9904",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000073112","0000010400","BG 5","S","+28525089","-096559127",,489
"G480057099051","1990","TX",,,,,,,,"1","9905",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000261947","0000011097","BG 1","S","+28461533","-096618921",,718
"G480057099052","1990","TX",,,,,,,,"2","9905",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000468917","0000937476","BG 2","S","+28320639","-096640388",,560
"G480057099053","1990","TX",,,,,,,,"3","9905",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001782","0000000000","BG 3","S","+28412009","-096714279",,464
"G480057099054","1990","TX",,,,,,,,"4","9905",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001235","0000000000","BG 4","S","+28449265","-096412142",,443
"G480057099055","1990","TX",,,,,,,,"5","9905",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001100","0000000000","BG 5","S","+28443846","-096410162",,195
"G48005709906985","1990","TX",,,,,,,,"5","990698",,,"99","Calhoun","057",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001340","0000000197","BG 5","S","+28703065","-096568200",,0
"G480059003011","1990","TX",,,,,,,,"1","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000254712","0000000074","BG 1","S","+32445299","-099553533",,586
"G480059003012","1990","TX",,,,,,,,"2","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000024005","0000000000","BG 2","S","+32423248","-099484758",,448
"G480059003013","1990","TX",,,,,,,,"3","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000003901","0000000000","BG 3","S","+32410965","-099499667",,601
"G480059003014","1990","TX",,,,,,,,"4","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000003399","0000000000","BG 4","S","+32404395","-099505107",,532
"G480059003015","1990","TX",,,,,,,,"5","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000004401","0000000000","BG 5","S","+32392168","-099489116",,412
"G480059003016","1990","TX",,,,,,,,"6","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000220663","0000000255","BG 6","S","+32265340","-099581034",,564
"G480059003017","1990","TX",,,,,,,,"7","0301",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000366374","0000002223","BG 7","S","+32190174","-099497038",,179
"G480059003021","1990","TX",,,,,,,,"1","0302",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000003767","0000000000","BG 1","S","+32399358","-099393726",,483
"G480059003022","1990","TX",,,,,,,,"2","0302",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000003321","0000000170","BG 2","S","+32391059","-099388716",,307
"G480059003023","1990","TX",,,,,,,,"3","0302",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000833311","0000001913","BG 3","S","+32392932","-099276933",,303
"G480059003024","1990","TX",,,,,,,,"4","0302",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000602840","0000002189","BG 4","S","+32179975","-099273796",,443
"G480059003025","1990","TX",,,,,,,,"5","0302",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000002241","0000000012","BG 5","S","+32127417","-099169236",,273
"G480059003026","1990","TX",,,,,,,,"6","0302",,,"99","Callahan","059",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000004687","0000000000","BG 6","S","+32133114","-099150303",,372
"G480061001011","1990","TX",,,,,,,,"1","0101",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000003788","0000000159","BG 1","S","+26243340","-097585474",,290
"G480061001012","1990","TX",,,,,,,,"2","0101",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000013426","0000000435","BG 2","S","+26212300","-097583568",,417
"G480061001013","1990","TX",,,,,,,,"3","0101",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000051138","0000000289","BG 3","S","+26202700","-097520537",,403
"G480061001014","1990","TX",,,,,,,,"4","0101",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000078998","0000001547","BG 4","S","+26258682","-097529226",,407
"G480061001015","1990","TX",,,,,,,,"5","0101",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000226510","0000061409","BG 5","S","+26290979","-097413821",,501
"G48006100102011","1990","TX",,,,,,,,"1","010201",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002670","0000000000","BG 1","S","+26256338","-097730258",,139
"G48006100102012","1990","TX",,,,,,,,"2","010201",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000136670","0000000597","BG 2","S","+26285663","-097676420",,310
"G48006100102021","1990","TX",,,,,,,,"1","010202",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000013760","0000000035","BG 1","S","+26242200","-097699874",,1036
"G48006100102022","1990","TX",,,,,,,,"2","010202",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002923","0000000000","BG 2","S","+26221248","-097682014",,643
"G48006100102023","1990","TX",,,,,,,,"3","010202",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000025637","0000000259","BG 3","S","+26236772","-097636304",,165
"G480061001031","1990","TX",,,,,,,,"1","0103",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000095199","0000000000","BG 1","S","+26288582","-097804422",,493
"G480061001032","1990","TX",,,,,,,,"2","0103",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000022825","0000000000","BG 2","S","+26230550","-097784260",,258
"G480061001033","1990","TX",,,,,,,,"3","0103",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000019956","0000000138","BG 3","S","+26194800","-097789049",,772
"G480061001034","1990","TX",,,,,,,,"4","0103",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000045769","0000000121","BG 4","S","+26213200","-097838694",,654
"G480061001035","1990","TX",,,,,,,,"5","0103",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000005421","0000000000","BG 5","S","+26246000","-097823949",,556
"G48006100104011","1990","TX",,,,,,,,"1","010401",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000007788","0000000000","BG 1","S","+26236500","-097739224",,399
"G48006100104012","1990","TX",,,,,,,,"2","010401",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000005970","0000000000","BG 2","S","+26219050","-097740902",,406
"G48006100104021","1990","TX",,,,,,,,"1","010402",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002263","0000000000","BG 1","S","+26197550","-097755290",,674
"G48006100104022","1990","TX",,,,,,,,"2","010402",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000003974","0000000000","BG 2","S","+26200150","-097742921",,520
"G48006100104023","1990","TX",,,,,,,,"3","010402",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000003829","0000000070","BG 3","S","+26200117","-097726810",,693
"G480061001051","1990","TX",,,,,,,,"1","0105",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000763","0000000000","BG 1","S","+26195100","-097706421",,359
"G480061001052","1990","TX",,,,,,,,"2","0105",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000892","0000000000","BG 2","S","+26195800","-097715426",,197
"G480061001053","1990","TX",,,,,,,,"3","0105",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002929","0000000000","BG 3","S","+26208750","-097714899",,229
"G48006100106011","1990","TX",,,,,,,,"1","010601",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001254","0000000000","BG 1","S","+26220513","-097711250",,318
"G48006100106012","1990","TX",,,,,,,,"2","010601",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002002","0000000000","BG 2","S","+26220915","-097696439",,449
"G48006100106013","1990","TX",,,,,,,,"3","010601",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000988","0000000000","BG 3","S","+26212550","-097701174",,414
"G48006100106014","1990","TX",,,,,,,,"4","010601",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000707","0000000000","BG 4","S","+26209133","-097692966",,541
"G48006100106015","1990","TX",,,,,,,,"5","010601",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000850","0000000000","BG 5","S","+26205242","-097700201",,526
"G48006100106021","1990","TX",,,,,,,,"1","010602",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001338","0000000000","BG 1","S","+26207987","-097680849",,562
"G480061001071","1990","TX",,,,,,,,"1","0107",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000631","0000000000","BG 1","S","+26202250","-097681377",,288
"G480061001072","1990","TX",,,,,,,,"2","0107",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000606","0000000081","BG 2","S","+26199700","-097687699",,289
"G480061001073","1990","TX",,,,,,,,"3","0107",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000295","0000000000","BG 3","S","+26197200","-097697178",,183
"G480061001074","1990","TX",,,,,,,,"4","0107",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000584","0000000000","BG 4","S","+26202333","-097693976",,381
"G480061001081","1990","TX",,,,,,,,"1","0108",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000448","0000000000","BG 1","S","+26204300","-097671749",,452
"G480061001082","1990","TX",,,,,,,,"2","0108",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000655","0000000000","BG 2","S","+26198000","-097675599",,561
"G480061001083","1990","TX",,,,,,,,"3","0108",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001185","0000000000","BG 3","S","+26190800","-097674824",,479
"G480061001084","1990","TX",,,,,,,,"4","0108",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000022245","0000000011","BG 4","S","+26201350","-097636474",,719
"G480061001091","1990","TX",,,,,,,,"1","0109",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000242","0000000000","BG 1","S","+26193950","-097686149",,329
"G480061001092","1990","TX",,,,,,,,"2","0109",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000250","0000000000","BG 2","S","+26190800","-097687199",,235
"G480061001093","1990","TX",,,,,,,,"3","0109",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000227","0000000000","BG 3","S","+26190850","-097694924",,166
"G480061001094","1990","TX",,,,,,,,"4","0109",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000595","0000000000","BG 4","S","+26191500","-097704679",,143
"G480061001095","1990","TX",,,,,,,,"5","0109",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000290","0000000000","BG 5","S","+26193950","-097693822",,136
"G480061001101","1990","TX",,,,,,,,"1","0110",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000355","0000000000","BG 1","S","+26186500","-097704224",,418
"G480061001102","1990","TX",,,,,,,,"2","0110",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000344","0000000000","BG 2","S","+26178650","-097705199",,247
"G480061001103","1990","TX",,,,,,,,"3","0110",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000669","0000000000","BG 3","S","+26185800","-097711119",,266
"G480061001104","1990","TX",,,,,,,,"4","0110",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000284","0000000000","BG 4","S","+26185000","-097708199",,303
"G480061001111","1990","TX",,,,,,,,"1","0111",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000241","0000000000","BG 1","S","+26187500","-097693986",,211
"G480061001112","1990","TX",,,,,,,,"2","0111",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000352","0000000000","BG 2","S","+26182100","-097693725",,318
"G480061001113","1990","TX",,,,,,,,"3","0111",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000372","0000000000","BG 3","S","+26182100","-097699224",,270
"G480061001114","1990","TX",,,,,,,,"4","0111",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000256","0000000000","BG 4","S","+26187700","-097699174",,322
"G480061001121","1990","TX",,,,,,,,"1","0112",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000309","0000000000","BG 1","S","+26188700","-097682899",,171
"G480061001122","1990","TX",,,,,,,,"2","0112",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000499","0000000000","BG 2","S","+26183200","-097683711",,276
"G480061001123","1990","TX",,,,,,,,"3","0112",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000253","0000000000","BG 3","S","+26187650","-097689369",,172
"G48006100113011","1990","TX",,,,,,,,"1","011301",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000714","0000000000","BG 1","S","+26182650","-097675794",,332
"G48006100113012","1990","TX",,,,,,,,"2","011301",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000632","0000000000","BG 2","S","+26179450","-097672512",,364
"G48006100113021","1990","TX",,,,,,,,"1","011302",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000003077","0000000048","BG 1","S","+26176850","-097663363",,1446
"G480061001141","1990","TX",,,,,,,,"1","0114",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002040","0000000000","BG 1","S","+26132550","-097612317",,268
"G480061001142","1990","TX",,,,,,,,"2","0114",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002246","0000000321","BG 2","S","+26147700","-097629945",,359
"G480061001143","1990","TX",,,,,,,,"3","0114",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000048956","0000000715","BG 3","S","+26158373","-097604568",,670
"G480061001151","1990","TX",,,,,,,,"1","0115",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001187","0000000000","BG 1","S","+26142133","-097640254",,498
"G480061001152","1990","TX",,,,,,,,"2","0115",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000166","0000000000","BG 2","S","+26139350","-097633380",,351
"G480061001153","1990","TX",,,,,,,,"3","0115",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000577","0000000037","BG 3","S","+26136050","-097630199",,183
"G480061001154","1990","TX",,,,,,,,"4","0115",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000343","0000000000","BG 4","S","+26133300","-097626305",,219
"G480061001155","1990","TX",,,,,,,,"5","0115",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000293","0000000000","BG 5","S","+26130500","-097624342",,253
"G480061001156","1990","TX",,,,,,,,"6","0115",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002038","0000000000","BG 6","S","+26123100","-097615735",,521
"G480061001161","1990","TX",,,,,,,,"1","0116",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000371","0000000000","BG 1","S","+26129950","-097636668",,147
"G480061001162","1990","TX",,,,,,,,"2","0116",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000250","0000000000","BG 2","S","+26128200","-097632255",,181
"G480061001163","1990","TX",,,,,,,,"3","0116",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000003017","0000000000","BG 3","S","+26114767","-097619556",,372
"G480061001164","1990","TX",,,,,,,,"4","0116",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001310","0000000000","BG 4","S","+26119700","-097632250",,631
"G480061001165","1990","TX",,,,,,,,"5","0116",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000274","0000000000","BG 5","S","+26124150","-097640452",,174
"G480061001166","1990","TX",,,,,,,,"6","0116",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000861","0000000000","BG 6","S","+26128850","-097645313",,342
"G480061001171","1990","TX",,,,,,,,"1","0117",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000458","0000000000","BG 1","S","+26137450","-097643054",,482
"G480061001172","1990","TX",,,,,,,,"2","0117",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000300","0000000000","BG 2","S","+26133350","-097639499",,311
"G480061001173","1990","TX",,,,,,,,"3","0117",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000510","0000000000","BG 3","S","+26132983","-097646724",,392
"G480061001174","1990","TX",,,,,,,,"4","0117",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000007237","0000000000","BG 4","S","+26151983","-097656969",,699
"G48006100118011","1990","TX",,,,,,,,"1","011801",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000378","0000000000","BG 1","S","+26177100","-097697709",,318
"G48006100118012","1990","TX",,,,,,,,"2","011801",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001369","0000000000","BG 2","S","+26176780","-097687299",,194
"G48006100118013","1990","TX",,,,,,,,"3","011801",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000004229","0000000000","BG 3","S","+26167900","-097679718",,839
"G48006100118021","1990","TX",,,,,,,,"1","011802",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000666","0000000000","BG 1","S","+26164450","-097707493",,257
"G48006100118022","1990","TX",,,,,,,,"2","011802",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001489","0000000000","BG 2","S","+26165133","-097702549",,304
"G48006100118023","1990","TX",,,,,,,,"3","011802",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000002537","0000000000","BG 3","S","+26159600","-097694945",,300
"G480061001191","1990","TX",,,,,,,,"1","0119",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000847","0000000000","BG 1","S","+26160550","-097818705",,309
"G480061001192","1990","TX",,,,,,,,"2","0119",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000001153","0000000000","BG 2","S","+26150700","-097824599",,457
"G480061001193","1990","TX",,,,,,,,"3","0119",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000847","0000000000","BG 3","S","+26159550","-097827496",,457
"G480061001194","1990","TX",,,,,,,,"4","0119",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000013248","0000001144","BG 4","S","+26141150","-097847948",,652
"G480061001195","1990","TX",,,,,,,,"5","0119",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000018258","0000000229","BG 5","S","+26152200","-097805226",,960
"G480061001196","1990","TX",,,,,,,,"6","0119",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000060918","0000001010","BG 6","S","+26088245","-097820636",,454
"G480061001201","1990","TX",,,,,,,,"1","0120",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000004422","0000000000","BG 1","S","+26178767","-097723192",,894
"G480061001202","1990","TX",,,,,,,,"2","0120",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000010760","0000000259","BG 2","S","+26157452","-097731960",,437
"G480061001203","1990","TX",,,,,,,,"3","0120",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000014039","0000000044","BG 3","S","+26158450","-097768727",,765
"G480061001204","1990","TX",,,,,,,,"4","0120",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000005264","0000000000","BG 4","S","+26179741","-097748782",,668
"G480061001205","1990","TX",,,,,,,,"5","0120",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000045061","0000002772","BG 5","S","+26102800","-097761858",,181
"G480061001211","1990","TX",,,,,,,,"1","0121",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000033106","0000000934","BG 1","S","+26127900","-097681906",,1006
"G480061001212","1990","TX",,,,,,,,"2","0121",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000037484","0000000404","BG 2","S","+26071425","-097660420",,368
"G480061001213","1990","TX",,,,,,,,"3","0121",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000059748","0000004618","BG 3","S","+26069581","-097723587",,587
"G480061001221","1990","TX",,,,,,,,"1","0122",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000084496","0000003444","BG 1","S","+26147483","-097445320",,392
"G480061001222","1990","TX",,,,,,,,"2","0122",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000097887","0000004677","BG 2","S","+26134485","-097528837",,827
"G48006100123011","1990","TX",,,,,,,,"1","012301",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000667","0000000092","BG 1","S","+26071088","-097207479",,439
"G48006100123012","1990","TX",,,,,,,,"2","012301",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000000729","0000000038","BG 2","S","+26076024","-097208530",,491
"G48006100123013","1990","TX",,,,,,,,"3","012301",,,"99","Cameron","061",,,"7","1240",,,,"9999","3","Texas","48",,,,"0000005544","0000003347","BG 3","S","+26060640","-097220161",,778
