GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G48020100530034","1990","TX",,,,,,,,"4","053003",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001350","0000000000","BG 4","S","+29874489","-095482063",,530
"G48020100530035","1990","TX",,,,,,,,"5","053003",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002733","0000000000","BG 5","S","+29895573","-095484157",,1482
"G48020100530036","1990","TX",,,,,,,,"6","053003",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000596","0000000000","BG 6","S","+29887200","-095479674",,999
"G48020100531012","1990","TX",,,,,,,,"2","053101",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000832","0000000000","BG 2","S","+29890550","-095428224",,624
"G48020100531013","1990","TX",,,,,,,,"3","053101",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003606","0000000000","BG 3","S","+29893100","-095450377",,1067
"G48020100531014","1990","TX",,,,,,,,"4","053101",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001593","0000000000","BG 4","S","+29876700","-095436247",,451
"G48020100531015","1990","TX",,,,,,,,"5","053101",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000849","0000000000","BG 5","S","+29883059","-095434906",,179
"G48020100531021","1990","TX",,,,,,,,"1","053102",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001117","0000000000","BG 1","S","+29897400","-095420332",,469
"G48020100531022","1990","TX",,,,,,,,"2","053102",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000354","0000000000","BG 2","S","+29894600","-095423742",,221
"G48020100531023","1990","TX",,,,,,,,"3","053102",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001255","0000000000","BG 3","S","+29886650","-095416417",,609
"G48020100531032","1990","TX",,,,,,,,"2","053103",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001845","0000000000","BG 2","S","+29876950","-095417522",,1480
"G48020100531033","1990","TX",,,,,,,,"3","053103",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000617","0000000000","BG 3","S","+29867750","-095425001",,348
"G48020100531035","1990","TX",,,,,,,,"5","053103",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000412","0000000000","BG 5","S","+29879550","-095424349",,156
"G48020100531036","1990","TX",,,,,,,,"6","053103",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000678","0000000000","BG 6","S","+29873300","-095426090",,406
"G48020100532013","1990","TX",,,,,,,,"3","053201",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001652","0000000000","BG 3","S","+29872700","-095396671",,481
"G48020100532014","1990","TX",,,,,,,,"4","053201",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002416","0000000000","BG 4","S","+29883023","-095403599",,711
"G48020100532015","1990","TX",,,,,,,,"5","053201",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000552","0000000000","BG 5","S","+29879550","-095392545",,383
"G48020100532016","1990","TX",,,,,,,,"6","053201",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001187","0000000000","BG 6","S","+29893200","-095404304",,849
"G48020100532021","1990","TX",,,,,,,,"1","053202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001166","0000000000","BG 1","S","+29880147","-095382128",,539
"G48020100532022","1990","TX",,,,,,,,"2","053202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001684","0000000000","BG 2","S","+29873900","-095375199",,416
"G48020100532023","1990","TX",,,,,,,,"3","053202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002568","0000000000","BG 3","S","+29886050","-095382605",,765
"G48020100533011","1990","TX",,,,,,,,"1","053301",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001931","0000000000","BG 1","S","+29947367","-095408130",,2209
"G48020100533012","1990","TX",,,,,,,,"2","053301",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002225","0000000000","BG 2","S","+29937833","-095387271",,4
"G48020100533013","1990","TX",,,,,,,,"3","053301",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002051","0000000000","BG 3","S","+29938100","-095405929",,1556
"G48020100533021","1990","TX",,,,,,,,"1","053302",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001148","0000000000","BG 1","S","+29923650","-095393628",,720
"G48020100533022","1990","TX",,,,,,,,"2","053302",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002399","0000000000","BG 2","S","+29921400","-095384385",,239
"G48020100533023","1990","TX",,,,,,,,"3","053302",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001123","0000000000","BG 3","S","+29919033","-095403715",,599
"G48020100533024","1990","TX",,,,,,,,"4","053302",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000617","0000000000","BG 4","S","+29923933","-095406807",,1677
"G48020100533025","1990","TX",,,,,,,,"5","053302",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000513","0000000000","BG 5","S","+29927850","-095404290",,1115
"G48020100533026","1990","TX",,,,,,,,"6","053302",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000392","0000000000","BG 6","S","+29926550","-095399763",,409
"G48020100533031","1990","TX",,,,,,,,"1","053303",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001362","0000000000","BG 1","S","+29912900","-095393704",,746
"G48020100533032","1990","TX",,,,,,,,"2","053303",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001651","0000000000","BG 2","S","+29907750","-095380359",,396
"G48020100533033","1990","TX",,,,,,,,"3","053303",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003655","0000000000","BG 3","S","+29901000","-095389850",,777
"G48020100533034","1990","TX",,,,,,,,"4","053303",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002221","0000000000","BG 4","S","+29905100","-095404849",,569
"G48020100534011","1990","TX",,,,,,,,"1","053401",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002490","0000000000","BG 1","S","+29929878","-095442714",,511
"G48020100534012","1990","TX",,,,,,,,"2","053401",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000958","0000000000","BG 2","S","+29918369","-095437652",,879
"G48020100534013","1990","TX",,,,,,,,"3","053401",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000009939","0000000000","BG 3","S","+29935767","-095427263",,3078
"G48020100534021","1990","TX",,,,,,,,"1","053402",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001896","0000000000","BG 1","S","+29906218","-095418904",,473
"G48020100534022","1990","TX",,,,,,,,"2","053402",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001687","0000000000","BG 2","S","+29907624","-095430081",,1016
"G48020100535101","1990","TX",,,,,,,,"1","053510",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003744","0000000000","BG 1","S","+30007208","-095417616",,742
"G48020100535102","1990","TX",,,,,,,,"2","053510",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003547","0000000000","BG 2","S","+30017870","-095411695",,6
"G48020100535103","1990","TX",,,,,,,,"3","053510",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000010468","0000000000","BG 3","S","+29981163","-095401460",,214
"G48020100535201","1990","TX",,,,,,,,"1","053520",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004945","0000000000","BG 1","S","+29960694","-095401983",,496
"G48020100535202","1990","TX",,,,,,,,"2","053520",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000848","0000000000","BG 2","S","+29954274","-095394339",,1837
"G48020100535203","1990","TX",,,,,,,,"3","053520",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000393","0000000000","BG 3","S","+29946215","-095391265",,1706
"G48020100535204","1990","TX",,,,,,,,"4","053520",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000150","0000000000","BG 4","S","+29948091","-095396942",,2066
"G48020100536021","1990","TX",,,,,,,,"1","053602",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002602","0000000000","BG 1","S","+30000642","-095449483",,378
"G48020100536022","1990","TX",,,,,,,,"2","053602",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004130","0000000000","BG 2","S","+30007820","-095438763",,1015
"G48020100536023","1990","TX",,,,,,,,"3","053602",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002149","0000000000","BG 3","S","+29993805","-095444535",,553
"G48020100536024","1990","TX",,,,,,,,"4","053602",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000608","0000000000","BG 4","S","+29994667","-095426765",,979
"G48020100536025","1990","TX",,,,,,,,"5","053602",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002372","0000000000","BG 5","S","+29978994","-095425760",,625
"G48020100536111","1990","TX",,,,,,,,"1","053611",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000910","0000000000","BG 1","S","+30022767","-095467450",,295
"G48020100536112","1990","TX",,,,,,,,"2","053611",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000587","0000000000","BG 2","S","+30018655","-095455489",,599
"G48020100536113","1990","TX",,,,,,,,"3","053611",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000928","0000000000","BG 3","S","+30013051","-095460502",,519
"G48020100536114","1990","TX",,,,,,,,"4","053611",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000508","0000000000","BG 4","S","+30020992","-095470852",,642
"G48020100536115","1990","TX",,,,,,,,"5","053611",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000497","0000000000","BG 5","S","+30020063","-095462650",,392
"G48020100536211","1990","TX",,,,,,,,"1","053621",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000550","0000000013","BG 1","S","+30027912","-095437198",,1706
"G48020100536212","1990","TX",,,,,,,,"2","053621",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001497","0000000000","BG 2","S","+30022367","-095439074",,230
"G48020100536213","1990","TX",,,,,,,,"3","053621",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000506","0000000000","BG 3","S","+30027650","-095444740",,1376
"G48020100536214","1990","TX",,,,,,,,"4","053621",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001681","0000000000","BG 4","S","+30032370","-095458954",,827
"G48020100536215","1990","TX",,,,,,,,"5","053621",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001498","0000000000","BG 5","S","+30031636","-095445736",,756
"G48020100537011","1990","TX",,,,,,,,"1","053701",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001818","0000000000","BG 1","S","+29995382","-095498204",,408
"G48020100537012","1990","TX",,,,,,,,"2","053701",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001738","0000000000","BG 2","S","+30008018","-095503549",,511
"G48020100537013","1990","TX",,,,,,,,"3","053701",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001461","0000000000","BG 3","S","+30003160","-095486826",,647
"G48020100537014","1990","TX",,,,,,,,"4","053701",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004433","0000000000","BG 4","S","+30012896","-095484656",,1139
"G48020100537121","1990","TX",,,,,,,,"1","053712",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000915","0000000000","BG 1","S","+29985424","-095490631",,256
"G48020100537122","1990","TX",,,,,,,,"2","053712",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000952","0000000000","BG 2","S","+29985147","-095482195",,1148
"G48020100537123","1990","TX",,,,,,,,"3","053712",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001225","0000000000","BG 3","S","+29977310","-095483560",,447
"G48020100537124","1990","TX",,,,,,,,"4","053712",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001404","0000000000","BG 4","S","+29968342","-095477316",,275
"G48020100537221","1990","TX",,,,,,,,"1","053722",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000009752","0000000015","BG 1","S","+29983910","-095460011",,2488
"G48020100537222","1990","TX",,,,,,,,"2","053722",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003951","0000000000","BG 2","S","+29967764","-095452804",,1002
"G48020100537223","1990","TX",,,,,,,,"3","053722",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001134","0000000000","BG 3","S","+29974369","-095433526",,946
"G48020100537224","1990","TX",,,,,,,,"4","053722",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002586","0000000000","BG 4","S","+29959783","-095427663",,1696
"G48020100537321","1990","TX",,,,,,,,"1","053732",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000414","0000000000","BG 1","S","+29962446","-095474862",,754
"G48020100537322","1990","TX",,,,,,,,"2","053732",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001308","0000000000","BG 2","S","+29955749","-095468605",,902
"G48020100537323","1990","TX",,,,,,,,"3","053732",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002204","0000000000","BG 3","S","+29958816","-095452195",,631
"G48020100537324","1990","TX",,,,,,,,"4","053732",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001007","0000000000","BG 4","S","+29952774","-095456609",,685
"G48020100537325","1990","TX",,,,,,,,"5","053732",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001853","0000000000","BG 5","S","+29944408","-095457453",,833
"G48020100537326","1990","TX",,,,,,,,"6","053732",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002396","0000000000","BG 6","S","+29950343","-095445208",,864
"G48020100538111","1990","TX",,,,,,,,"1","053811",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001791","0000000000","BG 1","S","+29979977","-095562101",,651
"G48020100538112","1990","TX",,,,,,,,"2","053811",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003403","0000000000","BG 2","S","+29977597","-095549675",,828
"G48020100538121","1990","TX",,,,,,,,"1","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001023","0000000000","BG 1","S","+29981821","-095499275",,796
"G48020100538122","1990","TX",,,,,,,,"2","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000922","0000000000","BG 2","S","+29972723","-095498690",,449
"G48020100538123","1990","TX",,,,,,,,"3","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000668","0000000000","BG 3","S","+29973167","-095506887",,496
"G48020100538124","1990","TX",,,,,,,,"4","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000565","0000000000","BG 4","S","+29979482","-095509942",,698
"G48020100538125","1990","TX",,,,,,,,"5","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000776","0000000000","BG 5","S","+29970771","-095512917",,606
"G48020100538126","1990","TX",,,,,,,,"6","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000007391","0000000000","BG 6","S","+29961342","-095523274",,432
"G48020100538127","1990","TX",,,,,,,,"7","053812",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002138","0000000000","BG 7","S","+29952949","-095505527",,642
"G48020100538211","1990","TX",,,,,,,,"1","053821",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001499","0000000000","BG 1","S","+29989676","-095531850",,414
"G48020100538212","1990","TX",,,,,,,,"2","053821",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001407","0000000000","BG 2","S","+29980574","-095522542",,477
"G48020100538213","1990","TX",,,,,,,,"3","053821",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001500","0000000000","BG 3","S","+29973285","-095535286",,556
"G48020100538214","1990","TX",,,,,,,,"4","053821",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002035","0000000000","BG 4","S","+29983229","-095538624",,802
"G48020100538221","1990","TX",,,,,,,,"1","053822",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000953","0000000000","BG 1","S","+29970014","-095489816",,630
"G48020100538222","1990","TX",,,,,,,,"2","053822",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001756","0000000000","BG 2","S","+29957529","-095478733",,743
"G48020100538223","1990","TX",,,,,,,,"3","053822",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000895","0000000000","BG 3","S","+29947401","-095473123",,570
"G48020100538224","1990","TX",,,,,,,,"4","053822",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001026","0000000000","BG 4","S","+29950494","-095489879",,531
"G48020100538225","1990","TX",,,,,,,,"5","053822",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001690","0000000000","BG 5","S","+29960068","-095490033",,671
"G48020100538311","1990","TX",,,,,,,,"1","053831",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000392","0000000000","BG 1","S","+29995486","-095514903",,904
"G48020100538312","1990","TX",,,,,,,,"2","053831",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001509","0000000000","BG 2","S","+29992687","-095506521",,996
"G48020100538313","1990","TX",,,,,,,,"3","053831",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000848","0000000000","BG 3","S","+29984616","-095512098",,716
"G48020100538314","1990","TX",,,,,,,,"4","053831",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000781","0000000000","BG 4","S","+29990526","-095519071",,483
"G48020100538315","1990","TX",,,,,,,,"5","053831",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001333","0000000000","BG 5","S","+29998841","-095519687",,256
"G480201005391","1990","TX",,,,,,,,"1","0539",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003210","0000000000","BG 1","S","+29929865","-095462514",,858
"G480201005392","1990","TX",,,,,,,,"2","0539",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004463","0000000000","BG 2","S","+29923276","-095482661",,1423
"G480201005393","1990","TX",,,,,,,,"3","0539",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001022","0000000000","BG 3","S","+29930051","-095494816",,936
"G480201005394","1990","TX",,,,,,,,"4","0539",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004526","0000000000","BG 4","S","+29936702","-095507958",,624
"G480201005395","1990","TX",,,,,,,,"5","0539",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003849","0000000000","BG 5","S","+29943329","-095485409",,988
"G480201005399","1990","TX",,,,,,,,"9","0539",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000008437","0000000000","BG 9","S","+29910115","-095459768",,765
"G48020100540011","1990","TX",,,,,,,,"1","054001",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002430","0000000000","BG 1","S","+29917150","-095499310",,830
"G48020100540012","1990","TX",,,,,,,,"2","054001",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000824","0000000000","BG 2","S","+29920067","-095507135",,813
"G48020100540013","1990","TX",,,,,,,,"3","054001",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004966","0000000000","BG 3","S","+29905333","-095515016",,1298
"G48020100540121","1990","TX",,,,,,,,"1","054012",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000543","0000000000","BG 1","S","+29879967","-095498102",,238
"G48020100540122","1990","TX",,,,,,,,"2","054012",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000850","0000000000","BG 2","S","+29877333","-095505032",,796
"G48020100540123","1990","TX",,,,,,,,"3","054012",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000896","0000000000","BG 3","S","+29876167","-095519633",,285
"G48020100540124","1990","TX",,,,,,,,"4","054012",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003893","0000000000","BG 4","S","+29888951","-095514750",,1520
"G48020100540125","1990","TX",,,,,,,,"5","054012",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001330","0000000000","BG 5","S","+29892582","-095500514",,477
"G48020100540223","1990","TX",,,,,,,,"3","054022",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002329","0000000000","BG 3","S","+29869862","-095512500",,780
"G48020100540224","1990","TX",,,,,,,,"4","054022",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001009","0000000000","BG 4","S","+29869667","-095496132",,487
"G48020100540225","1990","TX",,,,,,,,"5","054022",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001180","0000000000","BG 5","S","+29874399","-095489542",,523
"G48020100541101","1990","TX",,,,,,,,"1","054110",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002441","0000000000","BG 1","S","+29950500","-095553046",,293
"G48020100541102","1990","TX",,,,,,,,"2","054110",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000006933","0000000000","BG 2","S","+29936318","-095550266",,465
"G48020100541103","1990","TX",,,,,,,,"3","054110",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000009425","0000000000","BG 3","S","+29928289","-095531652",,222
"G48020100541201","1990","TX",,,,,,,,"1","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002488","0000000000","BG 1","S","+29886247","-095530733",,1042
"G48020100541202","1990","TX",,,,,,,,"2","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003172","0000000000","BG 2","S","+29870989","-095533979",,506
"G48020100541203","1990","TX",,,,,,,,"3","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003274","0000000000","BG 3","S","+29877396","-095551117",,374
"G48020100541204","1990","TX",,,,,,,,"4","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003207","0000000080","BG 4","S","+29890739","-095547404",,1037
"G48020100541205","1990","TX",,,,,,,,"5","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003151","0000000000","BG 5","S","+29887117","-095573413",,802
"G48020100541206","1990","TX",,,,,,,,"6","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004010","0000000000","BG 6","S","+29909783","-095575771",,1618
"G48020100541207","1990","TX",,,,,,,,"7","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002050","0000000000","BG 7","S","+29927756","-095574509",,1745
"G48020100541208","1990","TX",,,,,,,,"8","054120",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000010351","0000000000","BG 8","S","+29907608","-095547651",,1711
"G48020100541301","1990","TX",,,,,,,,"1","054130",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001767","0000000000","BG 1","S","+29904567","-095590998",,611
"G48020100541302","1990","TX",,,,,,,,"2","054130",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002126","0000000000","BG 2","S","+29909250","-095597932",,832
"G48020100541303","1990","TX",,,,,,,,"3","054130",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003911","0000000000","BG 3","S","+29916428","-095599008",,613
"G48020100542021","1990","TX",,,,,,,,"1","054202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000005326","0000000000","BG 1","S","+29861751","-095555953",,135
"G48020100542022","1990","TX",,,,,,,,"2","054202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004858","0000000000","BG 2","S","+29847034","-095555679",,1239
"G48020100542023","1990","TX",,,,,,,,"3","054202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000711","0000000000","BG 3","S","+29860324","-095572280",,311
"G48020100542024","1990","TX",,,,,,,,"4","054202",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000018451","0000000000","BG 4","S","+29852961","-095588870",,289
"G48020100542111","1990","TX",,,,,,,,"1","054211",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002082","0000000000","BG 1","S","+29871519","-095634520",,1154
"G48020100542113","1990","TX",,,,,,,,"3","054211",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003664","0000000000","BG 3","S","+29870793","-095616464",,212
"G48020100542114","1990","TX",,,,,,,,"4","054211",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000006051","0000000000","BG 4","S","+29853324","-095616024",,1294
"G48020100542971","1990","TX",,,,,,,,"1","054297",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000875","0000000000","BG 1","S","+29857615","-095636813",,1788
"G48020100542972","1990","TX",,,,,,,,"2","054297",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000890","0000000000","BG 2","S","+29843973","-095642525",,867
"G48020100542973","1990","TX",,,,,,,,"3","054297",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001088","0000000000","BG 3","S","+29849400","-095635271",,1088
"G48020100542974","1990","TX",,,,,,,,"4","054297",,,"42","Harris","201",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002398","0000000000","BG 4","S","+29844580","-095629799",,813
